"date","hour_int","load","weekday_int","month_int"
2022-06-30 15:00:00,15,62572.75,5,6
2022-06-30 16:00:00,16,61575.75,5,6
2022-06-30 17:00:00,17,61119.75,5,6
2022-06-30 18:00:00,18,60605,5,6
2022-06-30 19:00:00,19,59316.25,5,6
2022-06-30 20:00:00,20,57501.75,5,6
2022-06-30 21:00:00,21,55744.5,5,6
2022-06-30 22:00:00,22,54004.5,5,6
2022-06-30 23:00:00,23,50260.75,5,6
2022-07-01 00:00:00,0,47365.25,6,7
2022-07-01 01:00:00,1,45552.75,6,7
2022-07-01 02:00:00,2,44833.5,6,7
2022-07-01 03:00:00,3,44430,6,7
2022-07-01 04:00:00,4,45314.5,6,7
2022-07-01 05:00:00,5,47753,6,7
2022-07-01 06:00:00,6,53637,6,7
2022-07-01 07:00:00,7,58668.25,6,7
2022-07-01 08:00:00,8,61504.25,6,7
2022-07-01 09:00:00,9,62174,6,7
2022-07-01 10:00:00,10,63288,6,7
2022-07-01 11:00:00,11,64277.25,6,7
2022-07-01 12:00:00,12,63580.75,6,7
2022-07-01 13:00:00,13,63111.5,6,7
2022-07-01 14:00:00,14,61351.25,6,7
2022-07-01 15:00:00,15,59858.5,6,7
2022-07-01 16:00:00,16,58467.5,6,7
2022-07-01 17:00:00,17,58369,6,7
2022-07-01 18:00:00,18,57559.75,6,7
2022-07-01 19:00:00,19,56399.75,6,7
2022-07-01 20:00:00,20,54104.25,6,7
2022-07-01 21:00:00,21,52034.75,6,7
2022-07-01 22:00:00,22,49916.75,6,7
2022-07-01 23:00:00,23,47033.75,6,7
2022-07-02 00:00:00,0,44378.25,7,7
2022-07-02 01:00:00,1,42478.5,7,7
2022-07-02 02:00:00,2,40883.25,7,7
2022-07-02 03:00:00,3,40621.5,7,7
2022-07-02 04:00:00,4,40362,7,7
2022-07-02 05:00:00,5,40440,7,7
2022-07-02 06:00:00,6,42008.5,7,7
2022-07-02 07:00:00,7,45065.5,7,7
2022-07-02 08:00:00,8,48708.25,7,7
2022-07-02 09:00:00,9,51465.75,7,7
2022-07-02 10:00:00,10,53641.25,7,7
2022-07-02 11:00:00,11,54583.25,7,7
2022-07-02 12:00:00,12,53413,7,7
2022-07-02 13:00:00,13,51670.75,7,7
2022-07-02 14:00:00,14,50242.25,7,7
2022-07-02 15:00:00,15,49621,7,7
2022-07-02 16:00:00,16,49330.75,7,7
2022-07-02 17:00:00,17,49618.75,7,7
2022-07-02 18:00:00,18,48882.25,7,7
2022-07-02 19:00:00,19,48096.75,7,7
2022-07-02 20:00:00,20,46727.75,7,7
2022-07-02 21:00:00,21,44963.75,7,7
2022-07-02 22:00:00,22,44833.25,7,7
2022-07-02 23:00:00,23,43105.75,7,7
2022-07-03 00:00:00,0,40577,1,7
2022-07-03 01:00:00,1,38907.25,1,7
2022-07-03 02:00:00,2,37908.5,1,7
2022-07-03 03:00:00,3,37341.5,1,7
2022-07-03 04:00:00,4,36957,1,7
2022-07-03 05:00:00,5,36448.75,1,7
2022-07-03 06:00:00,6,37354,1,7
2022-07-03 07:00:00,7,39536.25,1,7
2022-07-03 08:00:00,8,42957.75,1,7
2022-07-03 09:00:00,9,46254.75,1,7
2022-07-03 10:00:00,10,48349.25,1,7
2022-07-03 11:00:00,11,49209.25,1,7
2022-07-03 12:00:00,12,49288.25,1,7
2022-07-03 13:00:00,13,47934.25,1,7
2022-07-03 14:00:00,14,46669,1,7
2022-07-03 15:00:00,15,46268.75,1,7
2022-07-03 16:00:00,16,46543,1,7
2022-07-03 17:00:00,17,47539,1,7
2022-07-03 18:00:00,18,47896.25,1,7
2022-07-03 19:00:00,19,48160,1,7
2022-07-03 20:00:00,20,47796.25,1,7
2022-07-03 21:00:00,21,46673.75,1,7
2022-07-03 22:00:00,22,47216.5,1,7
2022-07-03 23:00:00,23,44795.25,1,7
2022-07-04 00:00:00,0,42149.75,2,7
2022-07-04 01:00:00,1,40764,2,7
2022-07-04 02:00:00,2,39849.5,2,7
2022-07-04 03:00:00,3,39474.75,2,7
2022-07-04 04:00:00,4,40512.75,2,7
2022-07-04 05:00:00,5,43205.75,2,7
2022-07-04 06:00:00,6,50851,2,7
2022-07-04 07:00:00,7,56361,2,7
2022-07-04 08:00:00,8,60186,2,7
2022-07-04 09:00:00,9,61120,2,7
2022-07-04 10:00:00,10,62226,2,7
2022-07-04 11:00:00,11,64271,2,7
2022-07-04 12:00:00,12,64491,2,7
2022-07-04 13:00:00,13,63320,2,7
2022-07-04 14:00:00,14,63524.5,2,7
2022-07-04 15:00:00,15,62461.25,2,7
2022-07-04 16:00:00,16,61124.25,2,7
2022-07-04 17:00:00,17,60444.75,2,7
2022-07-04 18:00:00,18,59869.5,2,7
2022-07-04 19:00:00,19,59155.5,2,7
2022-07-04 20:00:00,20,56410.75,2,7
2022-07-04 21:00:00,21,54212,2,7
2022-07-04 22:00:00,22,51921.75,2,7
2022-07-04 23:00:00,23,48115.5,2,7
2022-07-05 00:00:00,0,45240,3,7
2022-07-05 01:00:00,1,43561.5,3,7
2022-07-05 02:00:00,2,42695.25,3,7
2022-07-05 03:00:00,3,42974.25,3,7
2022-07-05 04:00:00,4,43766.25,3,7
2022-07-05 05:00:00,5,46175.75,3,7
2022-07-05 06:00:00,6,52779,3,7
2022-07-05 07:00:00,7,57787.25,3,7
2022-07-05 08:00:00,8,61467,3,7
2022-07-05 09:00:00,9,62722.5,3,7
2022-07-05 10:00:00,10,64436,3,7
2022-07-05 11:00:00,11,64941.25,3,7
2022-07-05 12:00:00,12,65230.75,3,7
2022-07-05 13:00:00,13,64951,3,7
2022-07-05 14:00:00,14,63937.75,3,7
2022-07-05 15:00:00,15,63271.25,3,7
2022-07-05 16:00:00,16,62296.5,3,7
2022-07-05 17:00:00,17,61042.5,3,7
2022-07-05 18:00:00,18,60290.5,3,7
2022-07-05 19:00:00,19,59299,3,7
2022-07-05 20:00:00,20,56980.25,3,7
2022-07-05 21:00:00,21,54152,3,7
2022-07-05 22:00:00,22,51919.5,3,7
2022-07-05 23:00:00,23,48211.75,3,7
2022-07-06 00:00:00,0,45705.25,4,7
2022-07-06 01:00:00,1,44475.25,4,7
2022-07-06 02:00:00,2,43351.25,4,7
2022-07-06 03:00:00,3,43343,4,7
2022-07-06 04:00:00,4,44083,4,7
2022-07-06 05:00:00,5,46333.5,4,7
2022-07-06 06:00:00,6,52599.5,4,7
2022-07-06 07:00:00,7,57953.75,4,7
2022-07-06 08:00:00,8,60913.75,4,7
2022-07-06 09:00:00,9,60996.5,4,7
2022-07-06 10:00:00,10,63532,4,7
2022-07-06 11:00:00,11,64374,4,7
2022-07-06 12:00:00,12,64474.25,4,7
2022-07-06 13:00:00,13,64528.5,4,7
2022-07-06 14:00:00,14,63543.25,4,7
2022-07-06 15:00:00,15,62447.75,4,7
2022-07-06 16:00:00,16,60869.25,4,7
2022-07-06 17:00:00,17,60004.25,4,7
2022-07-06 18:00:00,18,59715,4,7
2022-07-06 19:00:00,19,59114.5,4,7
2022-07-06 20:00:00,20,56712.5,4,7
2022-07-06 21:00:00,21,54174.5,4,7
2022-07-06 22:00:00,22,51978.25,4,7
2022-07-06 23:00:00,23,48232.5,4,7
2022-07-07 00:00:00,0,46115.5,5,7
2022-07-07 01:00:00,1,44965.5,5,7
2022-07-07 02:00:00,2,44784.5,5,7
2022-07-07 03:00:00,3,44857.75,5,7
2022-07-07 04:00:00,4,45630.5,5,7
2022-07-07 05:00:00,5,48211.5,5,7
2022-07-07 06:00:00,6,54452.75,5,7
2022-07-07 07:00:00,7,59527.5,5,7
2022-07-07 08:00:00,8,62735.75,5,7
2022-07-07 09:00:00,9,64567.5,5,7
2022-07-07 10:00:00,10,66491.25,5,7
2022-07-07 11:00:00,11,67202,5,7
2022-07-07 12:00:00,12,67115,5,7
2022-07-07 13:00:00,13,66631.5,5,7
2022-07-07 14:00:00,14,65135,5,7
2022-07-07 15:00:00,15,63920.75,5,7
2022-07-07 16:00:00,16,63016,5,7
2022-07-07 17:00:00,17,62863,5,7
2022-07-07 18:00:00,18,62096.5,5,7
2022-07-07 19:00:00,19,61315.5,5,7
2022-07-07 20:00:00,20,58998.5,5,7
2022-07-07 21:00:00,21,56035.25,5,7
2022-07-07 22:00:00,22,53347,5,7
2022-07-07 23:00:00,23,50382.25,5,7
2022-07-08 00:00:00,0,47571,6,7
2022-07-08 01:00:00,1,45734.75,6,7
2022-07-08 02:00:00,2,44037.75,6,7
2022-07-08 03:00:00,3,43650.5,6,7
2022-07-08 04:00:00,4,44497.75,6,7
2022-07-08 05:00:00,5,46970.75,6,7
2022-07-08 06:00:00,6,53805,6,7
2022-07-08 07:00:00,7,59129,6,7
2022-07-08 08:00:00,8,61739.5,6,7
2022-07-08 09:00:00,9,62456.75,6,7
2022-07-08 10:00:00,10,63121.5,6,7
2022-07-08 11:00:00,11,64082.25,6,7
2022-07-08 12:00:00,12,63383.5,6,7
2022-07-08 13:00:00,13,62246,6,7
2022-07-08 14:00:00,14,61410,6,7
2022-07-08 15:00:00,15,60882.75,6,7
2022-07-08 16:00:00,16,60223.5,6,7
2022-07-08 17:00:00,17,59385,6,7
2022-07-08 18:00:00,18,58138.75,6,7
2022-07-08 19:00:00,19,56872.75,6,7
2022-07-08 20:00:00,20,54220.5,6,7
2022-07-08 21:00:00,21,51569.5,6,7
2022-07-08 22:00:00,22,50216.25,6,7
2022-07-08 23:00:00,23,47442.5,6,7
2022-07-09 00:00:00,0,44466.5,7,7
2022-07-09 01:00:00,1,42566.25,7,7
2022-07-09 02:00:00,2,41359,7,7
2022-07-09 03:00:00,3,40808.5,7,7
2022-07-09 04:00:00,4,40887.5,7,7
2022-07-09 05:00:00,5,40179.75,7,7
2022-07-09 06:00:00,6,41802.25,7,7
2022-07-09 07:00:00,7,44332.5,7,7
2022-07-09 08:00:00,8,47718.5,7,7
2022-07-09 09:00:00,9,51009.75,7,7
2022-07-09 10:00:00,10,53388,7,7
2022-07-09 11:00:00,11,54754.25,7,7
2022-07-09 12:00:00,12,53989.25,7,7
2022-07-09 13:00:00,13,52633,7,7
2022-07-09 14:00:00,14,51185.75,7,7
2022-07-09 15:00:00,15,50716,7,7
2022-07-09 16:00:00,16,50538.25,7,7
2022-07-09 17:00:00,17,51346,7,7
2022-07-09 18:00:00,18,50873.5,7,7
2022-07-09 19:00:00,19,49936.25,7,7
2022-07-09 20:00:00,20,48290.5,7,7
2022-07-09 21:00:00,21,46829.25,7,7
2022-07-09 22:00:00,22,46024.5,7,7
2022-07-09 23:00:00,23,43452,7,7
2022-07-10 00:00:00,0,41130,1,7
2022-07-10 01:00:00,1,39449.75,1,7
2022-07-10 02:00:00,2,38328.75,1,7
2022-07-10 03:00:00,3,37791,1,7
2022-07-10 04:00:00,4,37708.75,1,7
2022-07-10 05:00:00,5,37789.75,1,7
2022-07-10 06:00:00,6,38489,1,7
2022-07-10 07:00:00,7,40189,1,7
2022-07-10 08:00:00,8,43955,1,7
2022-07-10 09:00:00,9,47241.25,1,7
2022-07-10 10:00:00,10,48952.5,1,7
2022-07-10 11:00:00,11,50643.75,1,7
2022-07-10 12:00:00,12,50807,1,7
2022-07-10 13:00:00,13,49391.75,1,7
2022-07-10 14:00:00,14,48419.5,1,7
2022-07-10 15:00:00,15,47931.25,1,7
2022-07-10 16:00:00,16,47813.5,1,7
2022-07-10 17:00:00,17,48377,1,7
2022-07-10 18:00:00,18,48707.75,1,7
2022-07-10 19:00:00,19,48352,1,7
2022-07-10 20:00:00,20,47031.25,1,7
2022-07-10 21:00:00,21,45858.25,1,7
2022-07-10 22:00:00,22,46077.25,1,7
2022-07-10 23:00:00,23,43635.75,1,7
2022-07-11 00:00:00,0,41397,2,7
2022-07-11 01:00:00,1,40130.75,2,7
2022-07-11 02:00:00,2,39279.25,2,7
2022-07-11 03:00:00,3,39525.75,2,7
2022-07-11 04:00:00,4,40851.25,2,7
2022-07-11 05:00:00,5,43506.25,2,7
2022-07-11 06:00:00,6,50160,2,7
2022-07-11 07:00:00,7,55669.25,2,7
2022-07-11 08:00:00,8,59190.5,2,7
2022-07-11 09:00:00,9,60562.5,2,7
2022-07-11 10:00:00,10,61888.75,2,7
2022-07-11 11:00:00,11,63489.75,2,7
2022-07-11 12:00:00,12,62853.75,2,7
2022-07-11 13:00:00,13,62167,2,7
2022-07-11 14:00:00,14,61090.75,2,7
2022-07-11 15:00:00,15,59436,2,7
2022-07-11 16:00:00,16,58233.75,2,7
2022-07-11 17:00:00,17,58313.5,2,7
2022-07-11 18:00:00,18,57729.5,2,7
2022-07-11 19:00:00,19,57035.25,2,7
2022-07-11 20:00:00,20,54420.75,2,7
2022-07-11 21:00:00,21,52028.25,2,7
2022-07-11 22:00:00,22,49946,2,7
2022-07-11 23:00:00,23,45920.25,2,7
2022-07-12 00:00:00,0,43303.25,3,7
2022-07-12 01:00:00,1,41414.25,3,7
2022-07-12 02:00:00,2,40782,3,7
2022-07-12 03:00:00,3,40974.25,3,7
2022-07-12 04:00:00,4,41746,3,7
2022-07-12 05:00:00,5,44327,3,7
2022-07-12 06:00:00,6,50542.75,3,7
2022-07-12 07:00:00,7,55391,3,7
2022-07-12 08:00:00,8,58966.75,3,7
2022-07-12 09:00:00,9,60466.5,3,7
2022-07-12 10:00:00,10,61841.75,3,7
2022-07-12 11:00:00,11,63298.5,3,7
2022-07-12 12:00:00,12,63319.5,3,7
2022-07-12 13:00:00,13,62475,3,7
2022-07-12 14:00:00,14,61329.5,3,7
2022-07-12 15:00:00,15,60858.25,3,7
2022-07-12 16:00:00,16,59468.75,3,7
2022-07-12 17:00:00,17,59230,3,7
2022-07-12 18:00:00,18,58685.5,3,7
2022-07-12 19:00:00,19,57418.75,3,7
2022-07-12 20:00:00,20,55609.5,3,7
2022-07-12 21:00:00,21,53274.75,3,7
2022-07-12 22:00:00,22,51289.25,3,7
2022-07-12 23:00:00,23,47656.75,3,7
2022-07-13 00:00:00,0,45160,4,7
2022-07-13 01:00:00,1,43574.5,4,7
2022-07-13 02:00:00,2,42998,4,7
2022-07-13 03:00:00,3,43208.75,4,7
2022-07-13 04:00:00,4,44408.25,4,7
2022-07-13 05:00:00,5,47101.75,4,7
2022-07-13 06:00:00,6,52825,4,7
2022-07-13 07:00:00,7,57497,4,7
2022-07-13 08:00:00,8,60673.5,4,7
2022-07-13 09:00:00,9,62003.75,4,7
2022-07-13 10:00:00,10,63376,4,7
2022-07-13 11:00:00,11,65044.25,4,7
2022-07-13 12:00:00,12,64627,4,7
2022-07-13 13:00:00,13,65188.75,4,7
2022-07-13 14:00:00,14,64964.5,4,7
2022-07-13 15:00:00,15,64125.5,4,7
2022-07-13 16:00:00,16,62667.5,4,7
2022-07-13 17:00:00,17,61907,4,7
2022-07-13 18:00:00,18,60802.75,4,7
2022-07-13 19:00:00,19,60508.5,4,7
2022-07-13 20:00:00,20,58310,4,7
2022-07-13 21:00:00,21,55470.75,4,7
2022-07-13 22:00:00,22,53371.25,4,7
2022-07-13 23:00:00,23,49561.25,4,7
2022-07-14 00:00:00,0,46272.25,5,7
2022-07-14 01:00:00,1,44320.5,5,7
2022-07-14 02:00:00,2,43245.75,5,7
2022-07-14 03:00:00,3,43220.5,5,7
2022-07-14 04:00:00,4,43773.5,5,7
2022-07-14 05:00:00,5,45968.25,5,7
2022-07-14 06:00:00,6,52175.5,5,7
2022-07-14 07:00:00,7,57069,5,7
2022-07-14 08:00:00,8,60754.75,5,7
2022-07-14 09:00:00,9,62105,5,7
2022-07-14 10:00:00,10,63140.5,5,7
2022-07-14 11:00:00,11,64458,5,7
2022-07-14 12:00:00,12,65250,5,7
2022-07-14 13:00:00,13,64550.25,5,7
2022-07-14 14:00:00,14,62972.25,5,7
2022-07-14 15:00:00,15,62388.75,5,7
2022-07-14 16:00:00,16,61448.75,5,7
2022-07-14 17:00:00,17,61463.25,5,7
2022-07-14 18:00:00,18,61203,5,7
2022-07-14 19:00:00,19,60378.25,5,7
2022-07-14 20:00:00,20,58118.5,5,7
2022-07-14 21:00:00,21,55002.5,5,7
2022-07-14 22:00:00,22,52860.5,5,7
2022-07-14 23:00:00,23,49576,5,7
2022-07-15 00:00:00,0,47166.75,6,7
2022-07-15 01:00:00,1,45143,6,7
2022-07-15 02:00:00,2,44026.25,6,7
2022-07-15 03:00:00,3,44201,6,7
2022-07-15 04:00:00,4,45063.75,6,7
2022-07-15 05:00:00,5,46616.75,6,7
2022-07-15 06:00:00,6,52278.75,6,7
2022-07-15 07:00:00,7,57041,6,7
2022-07-15 08:00:00,8,60715.25,6,7
2022-07-15 09:00:00,9,62195,6,7
2022-07-15 10:00:00,10,63743.5,6,7
2022-07-15 11:00:00,11,64642.25,6,7
2022-07-15 12:00:00,12,64497,6,7
2022-07-15 13:00:00,13,63047.25,6,7
2022-07-15 14:00:00,14,61276,6,7
2022-07-15 15:00:00,15,59631.25,6,7
2022-07-15 16:00:00,16,58515.25,6,7
2022-07-15 17:00:00,17,57501.75,6,7
2022-07-15 18:00:00,18,56506.5,6,7
2022-07-15 19:00:00,19,55087.75,6,7
2022-07-15 20:00:00,20,52774.5,6,7
2022-07-15 21:00:00,21,50592.25,6,7
2022-07-15 22:00:00,22,48543.5,6,7
2022-07-15 23:00:00,23,45260,6,7
2022-07-16 00:00:00,0,42565.5,7,7
2022-07-16 01:00:00,1,41400.25,7,7
2022-07-16 02:00:00,2,40173.75,7,7
2022-07-16 03:00:00,3,39819,7,7
2022-07-16 04:00:00,4,39927.25,7,7
2022-07-16 05:00:00,5,40786,7,7
2022-07-16 06:00:00,6,42530,7,7
2022-07-16 07:00:00,7,45711,7,7
2022-07-16 08:00:00,8,49857,7,7
2022-07-16 09:00:00,9,52441,7,7
2022-07-16 10:00:00,10,54242.75,7,7
2022-07-16 11:00:00,11,55090.5,7,7
2022-07-16 12:00:00,12,54332.75,7,7
2022-07-16 13:00:00,13,52464.25,7,7
2022-07-16 14:00:00,14,50699.25,7,7
2022-07-16 15:00:00,15,49874.75,7,7
2022-07-16 16:00:00,16,49707,7,7
2022-07-16 17:00:00,17,50063.75,7,7
2022-07-16 18:00:00,18,50193.25,7,7
2022-07-16 19:00:00,19,48787.75,7,7
2022-07-16 20:00:00,20,46645.25,7,7
2022-07-16 21:00:00,21,44639,7,7
2022-07-16 22:00:00,22,44286.75,7,7
2022-07-16 23:00:00,23,41955.25,7,7
2022-07-17 00:00:00,0,39560.5,1,7
2022-07-17 01:00:00,1,37772.75,1,7
2022-07-17 02:00:00,2,36421.75,1,7
2022-07-17 03:00:00,3,35645,1,7
2022-07-17 04:00:00,4,35670,1,7
2022-07-17 05:00:00,5,35877.75,1,7
2022-07-17 06:00:00,6,36746.25,1,7
2022-07-17 07:00:00,7,38194.5,1,7
2022-07-17 08:00:00,8,41792.5,1,7
2022-07-17 09:00:00,9,44718,1,7
2022-07-17 10:00:00,10,46796.25,1,7
2022-07-17 11:00:00,11,48507.75,1,7
2022-07-17 12:00:00,12,48345.5,1,7
2022-07-17 13:00:00,13,47056.75,1,7
2022-07-17 14:00:00,14,45769.75,1,7
2022-07-17 15:00:00,15,45477.5,1,7
2022-07-17 16:00:00,16,45367.25,1,7
2022-07-17 17:00:00,17,45849.75,1,7
2022-07-17 18:00:00,18,46768,1,7
2022-07-17 19:00:00,19,46129.25,1,7
2022-07-17 20:00:00,20,44999.25,1,7
2022-07-17 21:00:00,21,44520.5,1,7
2022-07-17 22:00:00,22,44430.5,1,7
2022-07-17 23:00:00,23,41684.75,1,7
2022-07-18 00:00:00,0,39766.5,2,7
2022-07-18 01:00:00,1,38898,2,7
2022-07-18 02:00:00,2,38028.5,2,7
2022-07-18 03:00:00,3,38207,2,7
2022-07-18 04:00:00,4,39360.5,2,7
2022-07-18 05:00:00,5,42174.25,2,7
2022-07-18 06:00:00,6,48914.5,2,7
2022-07-18 07:00:00,7,54409.5,2,7
2022-07-18 08:00:00,8,57583.25,2,7
2022-07-18 09:00:00,9,59756.25,2,7
2022-07-18 10:00:00,10,61080.75,2,7
2022-07-18 11:00:00,11,62630.75,2,7
2022-07-18 12:00:00,12,62855,2,7
2022-07-18 13:00:00,13,62294.75,2,7
2022-07-18 14:00:00,14,61305,2,7
2022-07-18 15:00:00,15,59716,2,7
2022-07-18 16:00:00,16,58268,2,7
2022-07-18 17:00:00,17,58182,2,7
2022-07-18 18:00:00,18,57415.25,2,7
2022-07-18 19:00:00,19,56589.5,2,7
2022-07-18 20:00:00,20,54650,2,7
2022-07-18 21:00:00,21,52466,2,7
2022-07-18 22:00:00,22,50096.75,2,7
2022-07-18 23:00:00,23,46628,2,7
2022-07-19 00:00:00,0,44225.25,3,7
2022-07-19 01:00:00,1,42425,3,7
2022-07-19 02:00:00,2,41801.25,3,7
2022-07-19 03:00:00,3,41546.75,3,7
2022-07-19 04:00:00,4,42499.25,3,7
2022-07-19 05:00:00,5,44714.25,3,7
2022-07-19 06:00:00,6,50957,3,7
2022-07-19 07:00:00,7,56206.25,3,7
2022-07-19 08:00:00,8,59930.75,3,7
2022-07-19 09:00:00,9,61335.75,3,7
2022-07-19 10:00:00,10,62805.5,3,7
2022-07-19 11:00:00,11,64842,3,7
2022-07-19 12:00:00,12,64802,3,7
2022-07-19 13:00:00,13,64117,3,7
2022-07-19 14:00:00,14,62876,3,7
2022-07-19 15:00:00,15,61486.5,3,7
2022-07-19 16:00:00,16,59643.25,3,7
2022-07-19 17:00:00,17,59057.25,3,7
2022-07-19 18:00:00,18,58308.5,3,7
2022-07-19 19:00:00,19,57513.25,3,7
2022-07-19 20:00:00,20,56122.5,3,7
2022-07-19 21:00:00,21,54598,3,7
2022-07-19 22:00:00,22,53212,3,7
2022-07-19 23:00:00,23,50314.25,3,7
2022-07-20 00:00:00,0,48486.5,4,7
2022-07-20 01:00:00,1,46322.25,4,7
2022-07-20 02:00:00,2,45437.5,4,7
2022-07-20 03:00:00,3,45094.5,4,7
2022-07-20 04:00:00,4,45860.5,4,7
2022-07-20 05:00:00,5,47731.5,4,7
2022-07-20 06:00:00,6,53700.25,4,7
2022-07-20 07:00:00,7,58754.75,4,7
2022-07-20 08:00:00,8,62198.75,4,7
2022-07-20 09:00:00,9,63896.75,4,7
2022-07-20 10:00:00,10,64901.25,4,7
2022-07-20 11:00:00,11,66460.75,4,7
2022-07-20 12:00:00,12,66898.5,4,7
2022-07-20 13:00:00,13,66507.5,4,7
2022-07-20 14:00:00,14,65004.25,4,7
2022-07-20 15:00:00,15,64192.25,4,7
2022-07-20 16:00:00,16,61768.25,4,7
2022-07-20 17:00:00,17,61386.75,4,7
2022-07-20 18:00:00,18,60900.5,4,7
2022-07-20 19:00:00,19,59786.25,4,7
2022-07-20 20:00:00,20,56975.5,4,7
2022-07-20 21:00:00,21,55511.25,4,7
2022-07-20 22:00:00,22,54577.5,4,7
2022-07-20 23:00:00,23,50805.75,4,7
2022-07-21 00:00:00,0,48400.5,5,7
2022-07-21 01:00:00,1,45925.75,5,7
2022-07-21 02:00:00,2,45448,5,7
2022-07-21 03:00:00,3,45056.75,5,7
2022-07-21 04:00:00,4,45697.25,5,7
2022-07-21 05:00:00,5,47989.25,5,7
2022-07-21 06:00:00,6,53009.5,5,7
2022-07-21 07:00:00,7,57734.25,5,7
2022-07-21 08:00:00,8,61289.75,5,7
2022-07-21 09:00:00,9,62663.5,5,7
2022-07-21 10:00:00,10,64060.5,5,7
2022-07-21 11:00:00,11,64695.25,5,7
2022-07-21 12:00:00,12,65501.75,5,7
2022-07-21 13:00:00,13,64111,5,7
2022-07-21 14:00:00,14,62579.5,5,7
2022-07-21 15:00:00,15,61747.5,5,7
2022-07-21 16:00:00,16,60518.75,5,7
2022-07-21 17:00:00,17,59314.5,5,7
2022-07-21 18:00:00,18,58678.75,5,7
2022-07-21 19:00:00,19,57470.75,5,7
2022-07-21 20:00:00,20,55278.25,5,7
2022-07-21 21:00:00,21,53249.5,5,7
2022-07-21 22:00:00,22,51139.25,5,7
2022-07-21 23:00:00,23,47619.25,5,7
2022-07-22 00:00:00,0,44935.5,6,7
2022-07-22 01:00:00,1,43449,6,7
2022-07-22 02:00:00,2,42931.25,6,7
2022-07-22 03:00:00,3,42928.25,6,7
2022-07-22 04:00:00,4,43486.75,6,7
2022-07-22 05:00:00,5,45836.75,6,7
2022-07-22 06:00:00,6,51257.25,6,7
2022-07-22 07:00:00,7,55928.75,6,7
2022-07-22 08:00:00,8,59436.25,6,7
2022-07-22 09:00:00,9,60838.25,6,7
2022-07-22 10:00:00,10,61988.5,6,7
2022-07-22 11:00:00,11,62566,6,7
2022-07-22 12:00:00,12,62244.75,6,7
2022-07-22 13:00:00,13,60725,6,7
