"dsa_error_arimax","dsa_error_arx","dsa_error_rf","dsa_qra","dsb_ar1","dsb_ss_arimax","dsb_ss_arx","dsb_ss_rf","hist_sim"
1244.03175353938,1200.14652849266,1181.43382404916,1107.65181839319,1282.79764393875,1146.65817849698,1108.50613049129,1136.71048707019,4133.35275054473
