"dsa_error_arimax","dsa_error_arx","dsa_error_rf","dsa_qra","dsb_ar1","dsb_ss_arimax","dsb_ss_arx","dsb_ss_rf","hist_sim"
1246.69620041043,1202.16199340276,1184.04339724662,1109.88376150903,1315.1971037943,1152.68908167731,1113.31475655565,1142.53490385421,3925.90285302067
