"dsa_error_arimax","dsa_error_arx","dsa_error_rf","dsa_qra","dsb_ar1","dsb_ss_arimax","dsb_ss_arx","dsb_ss_rf","hist_sim"
1244.86785914323,1200.68298712785,1182.27874579445,1108.36324794475,1294.44199420444,1147.7603741927,1109.37787940597,1137.99057535327,4048.78011752137
