"db_ar1","db_hist_sim","db_qra","db_ss_ar7","db_ss_arima","db_ss_rf","pb_ar7","pb_arima","pb_rf"
1418.68112664578,4072.81129720111,1241.91357908506,1250.43770299049,1177.00584814725,1280.90156182247,1329.03167845464,1288.46426895739,1411.79423386044
