"dsa_error_arimax","dsa_error_arx","dsa_error_rf","dsa_qra","dsb_ar1","dsb_ss_arimax","dsb_ss_arx","dsb_ss_rf","hist_sim"
145.191630513403,157.620548078438,163.285107362143,144.601634496166,194.124207637582,179.517957683863,160.870434826192,161.943878394914,597.117262278715
