"date","peak","peak_dis.1","peak_dis.2","peak_dis.3","peak_dis.4","peak_dis.5","peak_dis.6","peak_dis.7","peak_dis.8","peak_dis.9","peak_dis.10","peak_dis.11","peak_dis.12","peak_dis.13","peak_dis.14","peak_dis.15","peak_dis.16","peak_dis.17","peak_dis.18","peak_dis.19","peak_dis.20","peak_dis.21","peak_dis.22","peak_dis.23","peak_dis.24","peak_dis.25","peak_dis.26","peak_dis.27","peak_dis.28","peak_dis.29","peak_dis.30","peak_dis.31","peak_dis.32","peak_dis.33","peak_dis.34","peak_dis.35","peak_dis.36","peak_dis.37","peak_dis.38","peak_dis.39","peak_dis.40","peak_dis.41","peak_dis.42","peak_dis.43","peak_dis.44","peak_dis.45"
2017-01-31 11:00:00,76698.5,72236.8733627134,74352.1740873811,74803.7596026869,75348.1473663849,75533.8758436482,75735.0811759607,75968.2023515995,76156.175998243,76289.8703662025,76368.5309479138,76518.120840647,76642.5413695497,76729.9874762962,76840.5803665695,76971.9709061166,77060.5742267014,77176.1687898023,77231.9600895337,77302.3124643577,77391.2605481056,77457.2062763075,77527.7875382326,77640.7235549006,77701.7252540999,77753.2692855789,77840.4850897322,77927.2700866261,78001.7830628681,78104.5012894362,78184.6846292199,78317.1672108049,78379.286254123,78500.8132227332,78598.9657545159,78673.6292078091,78786.882234336,78882.9023224452,78973.6337800755,79097.8992330218,79212.2992308475,79381.7044753917,79534.5131544173,79858.3506935099,81129.3343983315,82510.3185466821
2017-02-01 18:00:00,76003.5,71680.9274857756,73796.2282104433,74247.8137257491,74792.2014894471,74977.9299667104,75179.1352990229,75412.2564746617,75600.2301213052,75733.9244892647,75812.585070976,75962.1749637092,76086.5954926119,76167.6090492458,76282.2637512444,76390.4611477185,76492.2965739471,76607.2233843623,76668.9856021127,76737.7564382047,76825.5164548704,76891.8104021171,76968.4176707939,77073.7087915791,77138.8474040209,77194.8008296567,77269.7428676869,77356.1741936029,77440.5733779524,77534.5043212133,77619.8188533915,77733.758039339,77805.8954384775,77941.8638032098,78033.3894645229,78114.8894246762,78212.7799715161,78324.3818456308,78411.8926309639,78541.953356084,78656.3533539097,78825.7585984539,78978.5672774795,79302.4048165721,80573.3885213937,81954.3726697443
2017-02-02 18:00:00,75893,70449.3876845569,72564.6884092246,73016.2739245304,73560.6616882284,73746.3901654917,73947.5954978042,74180.716673443,74368.6903200865,74502.384688046,74581.0452697573,74730.6351624905,74824.8682186055,74931.7187875093,75032.7119314169,75145.9977489679,75247.1822440183,75367.2601243969,75430.8025794734,75496.9329113298,75585.7302176827,75658.3253904855,75736.8778695752,75842.1689903604,75907.3076028022,75963.261028438,76038.2030664682,76124.6343923841,76209.0335767337,76302.9645199946,76388.2790521728,76502.2182381203,76574.3556372587,76710.3240019911,76801.8496633042,76883.3496234575,76981.2401702973,77092.8420444121,77180.3528297452,77310.4135548653,77424.813552691,77594.2187972352,77747.0274762608,78070.8650153534,79341.848720175,80722.8328685256
2017-02-03 11:00:00,75317.75,69659.3569431549,71774.6576678226,72226.2431831284,72770.6309468264,72956.3594240897,73157.5647564022,73390.685932041,73578.6595786845,73712.353946644,73791.0145283553,73940.6044210885,74034.8374772035,74141.6880461073,74242.6811900149,74355.967007566,74457.1515026163,74577.2293829949,74640.7718380714,74706.9021699278,74795.6994762807,74868.2946490835,74946.8471281732,75063.2071353421,75117.2768614002,75173.230287036,75248.1723250662,75334.6036509822,75419.0028353317,75512.9337785926,75598.2483107708,75712.1874967183,75784.3248958568,75920.2932605891,76011.8189219022,76093.3188820555,76191.2094288954,76302.8113030101,76390.3220883432,76520.3828134633,76634.782811289,76804.1880558332,76956.9967348588,77280.8342739514,78551.817978773,79932.8021271237
2017-02-04 18:00:00,64479,58711.0283286727,60826.3290533404,61277.9145686462,61822.3023323442,62008.0308096075,62209.23614192,62442.3573175588,62630.3309642023,62764.0253321618,62842.6859138731,62992.2758066063,63086.5088627213,63193.3594316251,63294.3525755327,63407.6383930837,63508.8228881341,63628.9007685127,63692.4432235892,63758.5735554456,63847.3708617985,63919.9660346013,63998.518513691,64114.8785208599,64168.948246918,64224.9016725538,64299.843710584,64369.0548718978,64470.6742208495,64564.6051641104,64649.9196962886,64763.8588822361,64835.9962813745,64971.9646461069,65063.49030742,65144.9902675733,65242.8808144131,65354.4826885279,65441.993473861,65572.0541989811,65686.4541968068,65855.859441351,66008.6681203766,66332.5056594692,67603.4893642908,68984.4735126414
2017-02-05 18:00:00,60799.75,55264.6054585142,57379.9061831819,57831.4916984877,58375.8794621857,58561.607939449,58762.8132717615,58995.9344474003,59183.9080940438,59317.6024620033,59396.2630437146,59545.8529364478,59640.0859925628,59746.9365614666,59847.9297053742,59961.2155229252,60062.4000179756,60182.4778983542,60246.0203534307,60312.1506852871,60400.94799164,60473.5431644428,60552.0956435325,60668.4556507014,60729.4573499007,60781.0013813797,60868.217185533,60940.2186799614,61029.5151586689,61118.1822939519,61203.4968261301,61317.4360120776,61389.573411216,61525.5417759484,61617.0674372615,61698.5673974148,61796.4579442546,61908.0598183694,61995.5706037025,62125.6313288226,62240.0313266483,62409.4365711925,62562.2452502181,62886.0827893107,64157.0664941323,65538.050642483
2017-02-06 18:00:00,75109,70269.9392681952,72385.2399928629,72836.8255081687,73381.2132718667,73566.94174913,73768.1470814425,74001.2682570813,74189.2419037248,74322.9362716843,74407.031932816,74556.9816664143,74675.6072750315,74756.6208316654,74871.275533664,74979.472930138,75081.3083563667,75196.2351667819,75257.9973845323,75326.7682206243,75414.52823729,75480.8221845366,75560.8534437144,75676.9632273833,75753.3121407569,75789.7532606004,75873.550995214,75945.5524896424,76034.8489683499,76123.5161036329,76208.8306358111,76322.7698217586,76394.907220897,76530.8755856294,76622.4012469425,76703.9012070958,76801.7917539356,76913.3936280504,77000.9044133835,77130.9651385036,77245.3651363293,77414.7703808735,77567.5790598991,77891.4165989917,79162.4003038133,80543.3844521639
2017-02-07 11:00:00,76624.25,70997.2853028867,73112.5860275544,73564.1715428602,74108.5593065582,74294.2877838215,74495.493116134,74728.6142917728,74916.5879384163,75050.2823063758,75134.3779675075,75284.3277011058,75402.953309723,75483.9668663569,75598.6215683555,75706.8189648296,75808.6543910582,75915.1577427267,75978.7001978032,76044.8305296596,76133.6278360125,76206.2230088153,76284.775487905,76401.1354950739,76462.1371942732,76513.6812257522,76586.100684798,76655.3118461118,76756.9311950635,76850.8621383244,76936.1766705026,77050.1158564501,77122.2532555886,77258.2216203209,77349.747281634,77431.2472417873,77529.1377886272,77640.7396627419,77728.250448075,77858.3111731951,77972.7111710208,78142.116415565,78294.9250945906,78618.7626336832,79889.7463385048,81270.7304868554
2017-02-08 11:00:00,76456.25,71120.5785087623,73235.87923343,73687.4647487358,74231.8525124338,74417.5809896971,74618.7863220096,74851.9074976484,75102.3925995412,75190.1443225535,75276.4368276775,75411.0638178248,75579.4469532918,75613.6926223451,75724.2855126184,75855.6760521655,75944.2793727503,76046.874407349,76108.6366250994,76177.4074611914,76265.1674778571,76331.4614251038,76411.4926842815,76527.6024679504,76603.951381324,76640.3925011675,76724.1902357811,76778.6050519874,76880.2244009391,76974.1553442,77059.4698763782,77173.4090623257,77245.5464614642,77381.5148261965,77473.0404875096,77554.5404476629,77652.4309945027,77764.0328686175,77851.5436539506,77981.6043790707,78096.0043768964,78265.4096214406,78418.2183004662,78742.0558395588,80013.0395443804,81394.023692731
2017-02-09 18:00:00,77128.25,70262.0485485023,72377.34927317,72828.9347884758,73373.3225521738,73559.0510294371,73760.2563617496,73993.3775373884,74243.8626392812,74331.6143622935,74417.9068674175,74552.5338575648,74720.9169930318,74755.1626620851,74921.1017345809,75016.3106056387,75089.2124521064,75201.3439755912,75257.1352753226,75327.4876501466,75416.4357338945,75482.3814620964,75569.4901467536,75669.0725076904,75745.421421064,75781.8625409075,75865.6602755211,75920.0750917274,76021.6944406791,76115.62538394,76200.9399161182,76314.8791020657,76387.0165012042,76522.9848659365,76614.5105272496,76696.0104874029,76793.9010342428,76905.5029083575,76993.0136936906,77123.0744188107,77237.4744166364,77406.8796611806,77559.6883402062,77883.5258792988,79154.5095841204,80535.493732471
2017-02-10 11:00:00,76926.5,70183.3381661857,72298.6388908534,72750.2244061591,73294.6121698572,73480.3406471205,73681.545979433,73914.6671550718,74165.1522569646,74252.9039799769,74339.1964851009,74473.8234752482,74642.2066107152,74676.4522797685,74842.3913522643,74937.6002233221,75010.5020697898,75122.6335932745,75178.424893006,75248.77726783,75337.7253515779,75403.6710797798,75490.779764437,75590.3621253738,75666.7110387474,75703.1521585908,75786.9498932045,75858.9513876329,75948.2478663404,76050.9660929085,76131.1494326922,76263.6320142771,76325.7510575952,76447.2780262054,76545.4305579882,76620.0940112814,76733.3470378083,76829.3671259175,76920.0985835478,77047.8158593866,77158.7640343198,77328.169278864,77480.9779578896,77804.8154969822,79075.7992018038,80456.7833501544
2017-02-11 18:00:00,65876,59397.8539034675,61513.1546281352,61964.740143441,62509.127907139,62694.8563844023,62896.0617167148,63129.1828923536,63379.6679942464,63467.4197172587,63553.7122223827,63688.33921253,63856.722347997,63890.9680170503,64056.9070895461,64152.1159606039,64225.0178070716,64337.1493305563,64396.9082255468,64478.9567883466,64574.114088013,64628.1508419663,64735.5953617896,64821.3276783129,64885.1839601358,64923.9807843761,65018.4047043679,65088.2506273802,65165.4571841992,65285.9233107823,65364.7103606919,65486.6482825384,65552.3001607409,65666.0873144675,65767.3518440563,65853.412192609,65973.4289490356,66048.9209987401,66139.6531953415,66262.3315966684,66373.2797716016,66542.6850161458,66695.4936951714,67019.331234264,68290.3149390856,69671.2990874362
2017-02-12 18:00:00,62266.75,55993.9682885999,58109.2690132676,58560.8545285734,59105.2422922714,59290.9707695347,59492.1761018472,59725.297277486,59975.7823793788,60063.5341023911,60149.8266075151,60284.4535976624,60452.8367331294,60487.0824021827,60653.0214746785,60748.2303457363,60821.132192204,60933.2637156888,60993.0226106792,61103.6786717231,61175.445297522,61230.1072506295,61353.471355669,61427.4202392252,61486.0124587545,61527.7533060887,61620.5056810809,61691.8800374055,61763.3477460352,61895.2889001241,61980.1548097931,62083.46749905,62157.969521488,62275.6003346894,62392.6514499329,62457.8383855097,62569.543334168,62645.0353838725,62735.7675804739,62858.4459818008,62969.394156734,63138.7994012782,63291.6080803038,63615.4456193964,64886.429324218,66267.4134725686
2017-02-13 18:00:00,76513.5,71063.594186532,73178.8949111997,73630.4804265055,74174.8681902035,74360.5966674668,74561.8019997793,74794.9231754181,75045.4082773109,75133.1600003232,75219.4525054472,75354.0794955945,75522.4626310615,75556.7083001148,75722.6473726106,75817.8562436684,75890.7580901361,76002.8896136208,76062.6485086113,76173.3045696552,76245.0711954541,76299.7331485616,76423.0972536011,76497.0461371573,76555.6383566866,76597.3792040208,76690.131579013,76761.5059353376,76832.9736439673,76964.9147980562,77054.4044798016,77153.3586307265,77245.6128837806,77345.2262326215,77462.277347865,77527.4642834418,77639.1692321001,77714.6612818046,77805.393478406,77928.0718797329,78039.0200546661,78208.4252992103,78361.2339782359,78685.0715173285,79956.0552221501,81337.0393705007
2017-02-14 18:00:00,74955,71826.513367728,73941.8140923957,74393.3996077015,74937.7873713995,75123.5158486628,75324.7211809753,75557.8423566141,75808.3274585069,75896.0791815192,75982.3716866432,76116.9986767906,76285.3818122575,76319.6274813108,76485.5665538066,76580.7754248644,76653.6772713321,76765.8087948169,76825.5676898073,76936.2237508512,77007.9903766501,77062.6523297576,77186.0164347971,77259.9653183533,77313.8434243963,77352.6402486366,77447.0641686284,77516.9100916407,77594.1166484597,77714.5827750428,77812.6998889212,77916.0125781782,77990.5146006161,78100.3260485578,78196.0113083168,78282.0716568695,78376.5222393506,78477.5804630006,78568.312659602,78690.9910609289,78801.9392358621,78971.3444804063,79124.1531594319,79447.9906985245,80718.9744033461,82099.9585516967
2017-02-15 18:00:00,74683.5,70722.2968957082,72837.5976203759,73289.1831356817,73833.5708993797,74002.8398287506,74187.4361426808,74407.2703998287,74641.5995312378,74775.2938991973,74859.389560329,75009.3392939273,75127.9649025445,75208.9784591784,75323.633161177,75457.3944391114,75545.9977596962,75648.5927942949,75717.3836225285,75800.8191915237,75898.5570802537,75952.593834207,76060.0383540303,76145.7706705536,76205.6697682699,76242.1108881134,76325.908622727,76397.9101171554,76487.2065958629,76589.924822431,76689.1533529326,76811.0912747791,76876.7431529816,76996.109576538,77091.794836297,77177.8551848497,77272.3057673308,77373.3639909808,77464.0961875822,77586.7745889091,77697.7227638423,77867.1280083865,78019.9366874121,78343.7742265047,79614.7579313263,80995.7420796769
2017-02-16 18:00:00,74912.25,69682.4788487948,71797.7795734625,72249.3650887683,72793.7528524663,72963.0217818372,73147.6180957674,73367.4523529153,73596.2318237534,73724.3785112706,73814.1364339952,73963.7263267284,74057.9593828434,74164.8099517472,74265.8030956548,74417.576392198,74506.1797127828,74608.7747473815,74677.5655756151,74761.0011446103,74858.7390333403,74912.7757872936,75020.2203071169,75105.9526236402,75165.8517213565,75202.2928412,75286.0905758136,75358.092070242,75447.3885489495,75550.1067755176,75649.3353060192,75771.2732278657,75836.9251060682,75956.2915296246,76051.9767893836,76138.0371379363,76232.4877204174,76333.5459440674,76424.2781406688,76546.9565419957,76657.9047169289,76827.3099614731,76980.1186404987,77303.9561795913,78574.9398844129,79955.9240327635
2017-02-17 11:00:00,75061.25,68892.7146288959,71008.0153535636,71459.6008688694,72003.9886325674,72173.2575619383,72357.8538758685,72577.6881330164,72806.4676038545,72934.6142913717,73024.3722140963,73173.9621068295,73268.1951629445,73375.0457318483,73476.0388757559,73627.8121722991,73716.4154928839,73819.0105274826,73887.8013557162,73971.2369247114,74068.9748134414,74121.9051653951,74200.1562271472,74299.738588084,74357.5665202824,74409.1105517614,74481.5300108072,74550.741172121,74652.3605210727,74746.2914643336,74840.5258954024,74981.5090079668,75047.1608861693,75166.5273097257,75262.2125694847,75348.2729180374,75442.7235005185,75543.7817241685,75634.5139207699,75757.1923220968,75868.14049703,76037.5457415742,76190.3544205998,76514.1919596924,77785.175664514,79166.1598128646
2017-02-18 18:00:00,63210.5,58295.6432592,60410.9439838677,60862.5294991735,61406.9172628715,61576.1861922424,61760.7825061726,61980.6167633205,62209.3962341586,62337.5429216758,62427.3008444004,62576.8907371336,62671.1237932486,62777.9743621524,62878.96750606,63030.7408026032,63119.344123188,63221.9391577867,63290.7299860203,63374.1655550155,63477.1202681221,63526.5208124049,63633.3847175221,63719.1170340454,63779.0161317617,63815.4572516052,63899.2549862188,63971.2564806472,64060.5529593547,64163.2711859228,64262.4997164244,64385.1424696501,64458.8705399252,64569.4559400298,64665.1411997888,64751.2015483415,64845.6521308226,64946.7103544726,65037.442551074,65160.1209524009,65271.0691273341,65440.4743718783,65593.2830509039,65917.1205899965,67188.1042948181,68569.0884431687
2017-02-19 18:00:00,60178.25,54484.7874277965,56600.0881524642,57051.67366777,57596.0614314679,57765.3303608389,57949.9266747691,58169.760931917,58398.5404027551,58526.6870902723,58616.4450129969,58766.0349057301,58860.2679618451,58967.1185307489,59068.1116746565,59219.8849711997,59308.4882917845,59404.7582155039,59469.9437538137,59541.6163802256,59661.047612342,59713.9779642957,59792.2290260478,59891.8113869846,59949.639319183,60001.183350662,60073.6028097078,60142.8139710216,60244.4333199733,60338.3642632342,60432.598694303,60573.5818068674,60639.2336850699,60751.9898693668,60846.879819599,60921.5432728922,61016.6399135369,61130.8163875283,61226.5867196705,61349.2651209974,61460.2132959306,61629.6185404748,61782.4272195004,62106.264758593,63377.2484634146,64758.2326117652
2017-02-20 11:00:00,75618.25,69805.6594798815,71920.9602045492,72372.545719855,72916.933483553,73086.2024129239,73270.7987268541,73490.632984002,73719.4124548401,73847.5591423573,73937.3170650819,74086.9069578151,74181.1400139301,74287.9905828339,74388.9837267415,74540.7570232847,74629.3603438695,74725.6302675889,74790.8158058987,74862.4884323106,74981.919664427,75034.8500163807,75113.1010781328,75212.6834390696,75270.511371268,75322.055402747,75394.4748617928,75463.6860231066,75557.643188881,75644.8570366926,75744.5508474974,75885.953327973,75948.0723712911,76069.5993399013,76158.1214586288,76239.6214187821,76296.2432052806,76449.1138397367,76542.4198972436,76666.6853501899,76770.1932344048,76950.4905925598,77103.2992715854,77427.136810678,78698.1205154996,80079.1046638502
2017-02-21 11:00:00,75869,70698.0578593861,72813.3585840538,73264.9440993595,73809.3318630576,73978.6007924285,74163.1971063587,74383.0313635066,74611.8108343447,74739.9575218619,74829.7154445865,74979.3053373197,75073.5383934347,75180.3889623385,75281.3821062461,75433.1554027893,75521.7587233741,75618.0286470935,75683.2141854033,75754.8868118152,75874.3180439316,75927.2483958853,76005.4994576374,76105.0818185742,76162.9097507726,76214.4537822516,76286.8732412974,76356.0844026112,76450.0415683856,76525.9989774475,76629.8928425495,76732.5188518546,76823.0258120879,76955.5174758435,77011.9031896404,77128.9116156139,77185.5261102043,77341.5122192413,77434.8182767482,77559.0837296945,77662.5916139094,77842.8889720644,77995.69765109,78319.5351901826,79590.5188950042,80971.5030433548
2017-02-22 11:00:00,76047.25,70538.329448857,72653.6301735247,73105.2156888305,73649.6034525285,73818.8723818994,74003.4686958296,74223.3029529775,74452.0824238156,74580.2291113328,74669.9870340574,74819.5769267906,74913.8099829056,75020.6605518094,75121.653695717,75273.4269922602,75362.030312845,75458.3002365644,75523.4857748742,75616.8517446725,75714.5896334025,75767.5199853562,75845.7710471083,75945.3534080451,76003.1813402435,76054.7253717225,76127.1448307683,76196.3559920821,76290.3131578565,76366.2705669184,76470.1644320204,76572.7904413255,76663.2974015589,76795.7890653144,76852.1747791114,76969.1832050849,77025.7976996752,77181.7838087122,77275.0898662191,77399.3553191654,77502.8632033803,77683.1605615353,77835.9692405609,78159.8067796535,79430.7904844751,80811.7746328257
2017-02-23 18:00:00,74930.5,70010.3009784492,72125.6017031169,72577.1872184227,73121.5749821207,73290.8439114916,73475.4402254218,73695.2744825697,73977.053743312,74063.2979819383,74147.39364307,74297.3433766683,74415.9689852855,74496.9825419194,74611.637243918,74764.5630355856,74837.4648820533,74936.5968770359,75005.3877052695,75120.0113615724,75191.7779873713,75241.1785316541,75348.0424367713,75433.7747532946,75493.6738510109,75526.6969013147,75599.1163603605,75668.3275216743,75762.2846874487,75838.2420965106,75942.1359616126,76044.7619709177,76135.268931151,76267.7605949066,76324.1463087036,76441.1547346771,76497.7692292674,76653.7553383044,76747.0613958113,76871.3268487576,76974.8347329725,77155.1320911275,77307.9407701531,77631.7783092457,78902.7620140673,80283.7461624179
2017-02-24 11:00:00,72801.5,69001.6205757044,71116.9213003721,71568.5068156779,72112.8945793759,72282.1635087468,72466.759822677,72686.5940798249,72983.4346664833,73071.1863894956,73157.4788946196,73292.1058847669,73460.4890202339,73494.7346892872,73660.673761783,73761.3642754548,73836.1762392738,73927.9164742911,73996.7073025247,74111.3309588276,74183.0975846265,74232.4981289093,74339.3620340265,74425.0943505498,74484.9934482661,74518.0164985699,74590.4359576157,74659.6471189295,74753.6042847039,74829.5616937658,74933.4555588678,75036.0815681729,75126.5885284063,75259.0801921618,75315.4659059588,75432.4743319323,75489.0888265226,75645.0749355596,75738.3809930665,75862.6464460128,75966.1543302277,76146.4516883827,76299.2603674083,76623.0979065009,77894.0816113225,79275.0657596731
