"date","peak","peak_dis.1","peak_dis.2","peak_dis.3","peak_dis.4","peak_dis.5","peak_dis.6","peak_dis.7","peak_dis.8","peak_dis.9","peak_dis.10","peak_dis.11","peak_dis.12","peak_dis.13","peak_dis.14","peak_dis.15","peak_dis.16","peak_dis.17","peak_dis.18","peak_dis.19","peak_dis.20","peak_dis.21","peak_dis.22","peak_dis.23","peak_dis.24","peak_dis.25","peak_dis.26","peak_dis.27","peak_dis.28","peak_dis.29","peak_dis.30","peak_dis.31","peak_dis.32","peak_dis.33","peak_dis.34","peak_dis.35","peak_dis.36","peak_dis.37","peak_dis.38","peak_dis.39","peak_dis.40","peak_dis.41","peak_dis.42","peak_dis.43","peak_dis.44","peak_dis.45"
2017-06-29 11:00:00,68920.25,64037.8316714626,66206.2013442025,66655.6579530146,66922.1905859648,67151.1558364432,67323.385369403,67491.425408569,67564.2817679982,67723.3358075595,67827.5425581864,67955.2069240137,68107.7464100478,68209.9556484291,68532.9239544983,68607.2053422401,68796.0000502578,68873.4597467092,68947.3713094684,69022.2976627306,69079.0503717781,69176.5709378826,69302.1463658657,69426.8628954383,69497.0121839924,69584.8833047231,69671.9845747951,69765.0369196828,69823.5959888779,69865.4307571675,69979.5658491205,70049.6071555309,70084.6394533863,70155.4345989916,70283.113619617,70381.6498982788,70478.3816411316,70625.0043387112,70758.5519492839,70826.9912537584,71056.0965950162,71201.3683523595,71586.8060035169,72081.5703714744,73164.4274679841,74768.8981662862
2017-06-30 11:00:00,70550,63267.4410919971,65435.810764737,65885.2673735491,66151.8000064993,66380.7652569777,66552.9947899375,66721.0348291035,66793.8911885327,66952.945228094,67057.1519787209,67184.8163445482,67337.3558305823,67439.5650689636,67762.5333750328,67836.8147627746,68025.6094707923,68103.0691672437,68159.0147575762,68241.7079894132,68292.0739805795,68399.6764501706,68511.1971479651,68647.946397357,68725.801465196,68809.9461384971,68885.118975662,68990.7102863904,69049.3709412328,69090.6743522956,69204.782665219,69272.4743174656,69303.9816070813,69378.8822590326,69512.7230401515,69611.2593188133,69707.9910616661,69854.6137592457,69988.1613698184,70056.6006742929,70285.7060155507,70430.977772894,70816.4154240514,71311.1797920089,72394.0368885186,73998.5075868207
2017-07-01 11:00:00,58231.5,52915.9368704436,55084.3065431835,55533.7631519956,55800.2957849458,56029.2610354242,56201.490568384,56369.53060755,56442.3869669792,56601.4410065405,56705.6477571674,56833.3121229947,56985.8516090288,57088.06084741,57411.0291534793,57485.3105412211,57674.1052492388,57751.5649456902,57807.5105360227,57890.2037678597,57940.569759026,58048.1722286171,58159.6929264116,58296.4421758035,58374.2972436425,58458.4419169436,58533.6147541085,58639.2060648369,58697.8667196793,58739.1701307421,58853.2784436655,58927.7123545119,58962.7446523673,59033.5397979726,59172.5669171557,59261.1437927876,59361.1967527637,59524.7990987741,59641.2661724375,59718.5507000406,59939.3536408111,60128.3132700474,60464.9112024979,60959.6755704554,62042.5326669651,63647.0033652672
2017-07-02 11:00:00,51790.25,49246.5677641465,51414.9374368864,51864.3940456985,52130.9266786487,52359.8919291271,52532.1214620869,52700.1615012529,52773.0178606821,52932.0719002434,53036.2786508703,53163.9430166976,53316.4825027317,53418.6917411129,53741.6600471822,53815.941434924,54004.7361429417,54082.1958393931,54138.1414297256,54220.8346615626,54271.2006527289,54378.80312232,54490.3238201145,54626.0651981403,54698.7743965086,54776.4184124654,54847.7819687518,54960.9432586299,55021.9720493265,55064.9247694024,55178.8603572309,55251.600989615,55283.1082792307,55358.008931182,55491.8497123009,55591.7746864905,55691.8276464666,55855.429992477,55971.8970661404,56049.1815937435,56269.984534514,56458.9441637503,56795.5420962008,57290.3064641583,58373.163560668,59977.6342589701
2017-07-03 11:00:00,68127.25,62911.5979839561,65079.967656696,65494.2830320939,65765.5472618695,66005.7526814195,66154.9226626797,66337.6842056014,66421.5223004074,66554.8613468536,66687.0054487862,66804.4814608524,66981.1439106775,67083.7219609225,67406.6902669918,67480.9716547336,67669.7663627513,67747.2260592027,67803.1716495352,67885.8648813722,67936.2308725385,68043.8333421296,68155.3540399241,68291.0954179499,68363.8046163182,68441.448632275,68512.8121885614,68625.9734784395,68687.0022691361,68729.954989212,68843.8905770405,68916.6312094246,68948.1384990403,69023.0391509916,69156.8799321105,69256.8049063001,69356.8578662762,69520.4602122866,69636.92728595,69714.2118135531,69935.0147543236,70123.9743835599,70460.5723160104,70955.3366839679,72038.1937804776,73642.6644787797
2017-07-04 11:00:00,68920,64091.1448383742,66377.2819859239,66708.9711199262,66975.5037528764,67204.4690033548,67376.6985363146,67544.7385754806,67617.5949349098,67776.6489744711,67880.855725098,68008.5200909253,68161.0595769594,68271.2789624104,68613.7770864914,68672.4760264228,68859.9036233699,68938.9061963877,69000.68447638,69075.6108296422,69132.3635386897,69229.8841047942,69334.9008943422,69470.642272368,69543.3514707363,69620.9954866931,69692.3590429795,69805.5203328576,69866.5491235542,69909.5018436301,70023.4374314586,70096.1780638427,70127.6853534584,70202.5860054097,70336.4267865286,70436.3517607182,70536.4047206943,70700.0070667047,70816.4741403681,70893.7586679712,71114.5616087417,71303.521237978,71640.1191704285,72134.883538386,73217.7406348957,74822.2113331978
2017-07-05 11:00:00,69342.25,64111.5381463827,66397.6752939323,66729.3644279347,66995.8970608849,67224.8623113633,67397.0918443231,67565.1318834891,67637.9882429183,67797.0422824796,67901.2490331065,68028.9133989338,68181.4528849679,68291.6722704189,68634.1703944999,68692.8693344313,68880.2969313784,68947.1662216293,69003.1118119618,69085.8050437988,69136.1710349651,69243.7735045562,69329.4680035347,69482.8580879877,69562.3529580458,69638.830590963,69696.4201404186,69804.9120850802,69879.9590976642,69928.0609136371,70023.1896519721,70113.393343009,70142.7540033104,70221.8354244726,70283.9649029779,70455.3563731989,70552.0881160517,70698.7108136313,70832.2584242039,70914.1519759797,71134.9549167502,71323.9145459865,71660.512478437,72155.2768463945,73238.1339429042,74842.6046412063
2017-07-06 11:00:00,69314,63614.6858331231,65900.8229806727,66232.5121146751,66499.0447476253,66728.0099981037,66900.2395310635,67068.2795702295,67141.1359296587,67300.18996922,67404.3967198469,67532.0610856742,67684.6005717083,67794.8199571593,68137.3180812403,68196.0170211717,68383.4446181188,68450.3139083697,68506.2594987022,68588.9527305392,68639.3187217055,68746.9211912966,68831.6474002604,68966.4796573879,69050.5239246017,69136.6018334882,69190.0420603214,69290.8169967156,69377.92990813,69419.0961169402,69507.9818837933,69614.2907414924,69644.4359730257,69724.417765805,69765.3721661058,69958.0068644397,70045.1755593927,70201.8585003717,70335.4061109443,70417.2996627201,70638.1026034906,70827.0622327269,71163.6601651774,71658.4245331349,72741.2816296446,74345.7523279467
2017-07-07 11:00:00,70453,63200.1466730171,65486.2838205668,65817.9729545691,66084.5055875193,66313.4708379977,66485.7003709575,66653.7404101235,66726.5967695527,66885.650809114,66989.8575597409,67117.5219255682,67270.0614116023,67380.2807970533,67722.7789211343,67781.4778610657,67968.9054580128,68035.7747482637,68091.7203385962,68174.4135704332,68224.7795615995,68332.3820311906,68417.1082401544,68551.9404972819,68635.9847644957,68722.0626733822,68775.5029002154,68876.2778366096,68957.8312132343,68993.1160266497,69082.3545405803,69197.6418568177,69229.3468449074,69309.878605699,69350.8330059998,69543.4677043337,69630.6363992867,69787.3193402657,69920.8669508383,70002.7605026141,70223.5634433846,70412.5230726209,70749.1210050714,71243.8853730289,72326.7424695386,73931.2131678407
2017-07-08 11:00:00,58291.25,52775.5368384325,55061.6739859822,55393.3631199845,55659.8957529347,55888.8610034131,56061.0905363729,56229.1305755389,56301.9869349681,56461.0409745294,56565.2477251563,56692.9120909836,56845.4515770177,56955.6709624687,57298.1690865497,57356.8680264811,57544.2956234282,57623.298196446,57685.0764764383,57760.0028297005,57816.755538748,57914.2761048525,58007.2169820645,58146.8567800375,58226.3516500956,58302.8292830128,58360.4188324684,58467.1183999412,58538.7809134394,58579.9471222496,58668.8328891027,58775.1417468018,58806.7526953602,58885.8341165224,58947.9635950277,59119.3550652487,59216.0868081015,59384.399066763,59500.8661404264,59588.0481212132,59801.3830617768,60001.535461973,60324.5111704868,60819.2755384443,61902.132634954,63506.6033332561
